Rat_ID,Group,Intervention,Recording_Time_Point,Phase,Zeitgeber_Time,Sleep
26,VSL,NPR,BL,DARK,19,1370
26,VSL,NPR,BL,DARK,20,1590
26,VSL,NPR,BL,DARK,21,1810
26,VSL,NPR,BL,DARK,22,1880
26,VSL,NPR,BL,DARK,23,2250
26,VSL,NPR,BL,DARK,24,2610
27,VSL,NPR,BL,LIGHT,1,3380
27,VSL,NPR,BL,LIGHT,2,3340
27,VSL,NPR,BL,LIGHT,3,3440
27,VSL,NPR,BL,LIGHT,4,3440
27,VSL,NPR,BL,LIGHT,5,3160
27,VSL,NPR,BL,LIGHT,6,3270
27,VSL,NPR,BL,LIGHT,7,3300
27,VSL,NPR,BL,LIGHT,8,3100
27,VSL,NPR,BL,LIGHT,9,2170
27,VSL,NPR,BL,LIGHT,10,3100
27,VSL,NPR,BL,LIGHT,11,1800
27,VSL,NPR,BL,LIGHT,12,2600
27,VSL,NPR,BL,DARK,13,1120
27,VSL,NPR,BL,DARK,14,1340
27,VSL,NPR,BL,DARK,15,2210
27,VSL,NPR,BL,DARK,16,1520
27,VSL,NPR,BL,DARK,17,1370
27,VSL,NPR,BL,DARK,18,880
27,VSL,NPR,BL,DARK,19,2490
27,VSL,NPR,BL,DARK,20,1780
27,VSL,NPR,BL,DARK,21,1750
27,VSL,NPR,BL,DARK,22,830
27,VSL,NPR,BL,DARK,23,1290
27,VSL,NPR,BL,DARK,24,2130
28,VSL,NPR,BL,LIGHT,1,3380
28,VSL,NPR,BL,LIGHT,2,3340
28,VSL,NPR,BL,LIGHT,3,3440
28,VSL,NPR,BL,LIGHT,4,3440
28,VSL,NPR,BL,LIGHT,5,3160
28,VSL,NPR,BL,LIGHT,6,3270
28,VSL,NPR,BL,LIGHT,7,3300
28,VSL,NPR,BL,LIGHT,8,3100
28,VSL,NPR,BL,LIGHT,9,2170
28,VSL,NPR,BL,LIGHT,10,3100
28,VSL,NPR,BL,LIGHT,11,1800
28,VSL,NPR,BL,LIGHT,12,2600
28,VSL,NPR,BL,DARK,13,1120
28,VSL,NPR,BL,DARK,14,1340
28,VSL,NPR,BL,DARK,15,2210
28,VSL,NPR,BL,DARK,16,1520
28,VSL,NPR,BL,DARK,17,1370
28,VSL,NPR,BL,DARK,18,880
28,VSL,NPR,BL,DARK,19,2490
28,VSL,NPR,BL,DARK,20,1780
28,VSL,NPR,BL,DARK,21,1750
28,VSL,NPR,BL,DARK,22,830
28,VSL,NPR,BL,DARK,23,1290
28,VSL,NPR,BL,DARK,24,2130
29,VC,NPR,PE,LIGHT,1,2620
29,VC,NPR,PE,LIGHT,2,2910
29,VC,NPR,PE,LIGHT,3,2580
29,VC,NPR,PE,LIGHT,4,2060
29,VC,NPR,PE,LIGHT,5,3000
29,VC,NPR,PE,LIGHT,6,3080
29,VC,NPR,PE,LIGHT,7,3150
29,VC,NPR,PE,LIGHT,8,2980
29,VC,NPR,PE,LIGHT,9,2960
29,VC,NPR,PE,LIGHT,10,2450
29,VC,NPR,PE,LIGHT,11,2970
29,VC,NPR,PE,LIGHT,12,2790
29,VC,NPR,PE,DARK,13,1530
29,VC,NPR,PE,DARK,14,1610
29,VC,NPR,PE,DARK,15,1320
29,VC,NPR,PE,DARK,16,1700
29,VC,NPR,PE,DARK,17,1320
29,VC,NPR,PE,DARK,18,1140
29,VC,NPR,PE,DARK,19,1880
29,VC,NPR,PE,DARK,20,2290
29,VC,NPR,PE,DARK,21,2190
29,VC,NPR,PE,DARK,22,860
29,VC,NPR,PE,DARK,23,490
29,VC,NPR,PE,DARK,24,3110
30,VC,NPR,PE,LIGHT,1,3300
30,VC,NPR,PE,LIGHT,2,3210
30,VC,NPR,PE,LIGHT,3,3030
30,VC,NPR,PE,LIGHT,4,3130
30,VC,NPR,PE,LIGHT,5,2820
30,VC,NPR,PE,LIGHT,6,2460
30,VC,NPR,PE,LIGHT,7,3080
30,VC,NPR,PE,LIGHT,8,2800
30,VC,NPR,PE,LIGHT,9,2760
30,VC,NPR,PE,LIGHT,10,3110
30,VC,NPR,PE,LIGHT,11,2590
30,VC,NPR,PE,LIGHT,12,2150
30,VC,NPR,PE,DARK,13,600
30,VC,NPR,PE,DARK,14,1740
30,VC,NPR,PE,DARK,15,390
30,VC,NPR,PE,DARK,16,1580
30,VC,NPR,PE,DARK,17,2100
30,VC,NPR,PE,DARK,18,1760
30,VC,NPR,PE,DARK,19,780
30,VC,NPR,PE,DARK,20,940
30,VC,NPR,PE,DARK,21,1970
30,VC,NPR,PE,DARK,22,820
30,VC,NPR,PE,DARK,23,70
30,VC,NPR,PE,DARK,24,1970
31,VC,NPR,PE,LIGHT,1,3160
31,VC,NPR,PE,LIGHT,2,3220
31,VC,NPR,PE,LIGHT,3,2710
31,VC,NPR,PE,LIGHT,4,3300
31,VC,NPR,PE,LIGHT,5,2730
31,VC,NPR,PE,LIGHT,6,2110
31,VC,NPR,PE,LIGHT,7,3020
31,VC,NPR,PE,LIGHT,8,3110
31,VC,NPR,PE,LIGHT,9,3080
31,VC,NPR,PE,LIGHT,10,2580
31,VC,NPR,PE,LIGHT,11,3270
31,VC,NPR,PE,LIGHT,12,2830
31,VC,NPR,PE,DARK,13,1210
31,VC,NPR,PE,DARK,14,1510
31,VC,NPR,PE,DARK,15,660
31,VC,NPR,PE,DARK,16,970
31,VC,NPR,PE,DARK,17,80
31,VC,NPR,PE,DARK,18,70
31,VC,NPR,PE,DARK,19,70
31,VC,NPR,PE,DARK,20,190
31,VC,NPR,PE,DARK,21,170
31,VC,NPR,PE,DARK,22,490
31,VC,NPR,PE,DARK,23,0
31,VC,NPR,PE,DARK,24,510
32,VC,NPR,PE,LIGHT,1,3230
32,VC,NPR,PE,LIGHT,2,2090
32,VC,NPR,PE,LIGHT,3,2530
32,VC,NPR,PE,LIGHT,4,3410
32,VC,NPR,PE,LIGHT,5,2440
32,VC,NPR,PE,LIGHT,6,2680
32,VC,NPR,PE,LIGHT,7,3470
32,VC,NPR,PE,LIGHT,8,2590
32,VC,NPR,PE,LIGHT,9,3390
32,VC,NPR,PE,LIGHT,10,3100
32,VC,NPR,PE,LIGHT,11,1770
32,VC,NPR,PE,LIGHT,12,2710
32,VC,NPR,PE,DARK,13,1290
32,VC,NPR,PE,DARK,14,1780
32,VC,NPR,PE,DARK,15,1320
32,VC,NPR,PE,DARK,16,760
32,VC,NPR,PE,DARK,17,1440
32,VC,NPR,PE,DARK,18,1090
32,VC,NPR,PE,DARK,19,1270
32,VC,NPR,PE,DARK,20,1730
32,VC,NPR,PE,DARK,21,1190
32,VC,NPR,PE,DARK,22,1390
32,VC,NPR,PE,DARK,23,1010
32,VC,NPR,PE,DARK,24,2170
33,VC,NPR,PE,LIGHT,1,3270
33,VC,NPR,PE,LIGHT,2,2980
33,VC,NPR,PE,LIGHT,3,3370
33,VC,NPR,PE,LIGHT,4,3190
33,VC,NPR,PE,LIGHT,5,2940
33,VC,NPR,PE,LIGHT,6,3240
33,VC,NPR,PE,LIGHT,7,2610
33,VC,NPR,PE,LIGHT,8,3100
33,VC,NPR,PE,LIGHT,9,3040
33,VC,NPR,PE,LIGHT,10,2170
33,VC,NPR,PE,LIGHT,11,2500
33,VC,NPR,PE,LIGHT,12,2860
33,VC,NPR,PE,DARK,13,160
33,VC,NPR,PE,DARK,14,1560
33,VC,NPR,PE,DARK,15,1220
33,VC,NPR,PE,DARK,16,1600
33,VC,NPR,PE,DARK,17,1070
33,VC,NPR,PE,DARK,18,2080
33,VC,NPR,PE,DARK,19,1970
33,VC,NPR,PE,DARK,20,1930
33,VC,NPR,PE,DARK,21,630
33,VC,NPR,PE,DARK,22,1460
33,VC,NPR,PE,DARK,23,500
33,VC,NPR,PE,DARK,24,2400
34,VC,NPR,PE,LIGHT,1,2710
34,VC,NPR,PE,LIGHT,2,3170
34,VC,NPR,PE,LIGHT,3,3300
34,VC,NPR,PE,LIGHT,4,3240
34,VC,NPR,PE,LIGHT,5,2080
34,VC,NPR,PE,LIGHT,6,3350
34,VC,NPR,PE,LIGHT,7,3310
34,VC,NPR,PE,LIGHT,8,3380
34,VC,NPR,PE,LIGHT,9,2900
34,VC,NPR,PE,LIGHT,10,1160
34,VC,NPR,PE,LIGHT,11,3400
34,VC,NPR,PE,LIGHT,12,1170
34,VC,NPR,PE,DARK,13,680
34,VC,NPR,PE,DARK,14,2390
34,VC,NPR,PE,DARK,15,1660
34,VC,NPR,PE,DARK,16,940
34,VC,NPR,PE,DARK,17,880
34,VC,NPR,PE,DARK,18,990
34,VC,NPR,PE,DARK,19,1990
34,VC,NPR,PE,DARK,20,1520
34,VC,NPR,PE,DARK,21,2060
34,VC,NPR,PE,DARK,22,890
34,VC,NPR,PE,DARK,23,2020
34,VC,NPR,PE,DARK,24,2970
35,VC,NPR,PE,LIGHT,1,2670
35,VC,NPR,PE,LIGHT,2,3150
35,VC,NPR,PE,LIGHT,3,2450
35,VC,NPR,PE,LIGHT,4,3020
35,VC,NPR,PE,LIGHT,5,3040
35,VC,NPR,PE,LIGHT,6,3140
35,VC,NPR,PE,LIGHT,7,2750
35,VC,NPR,PE,LIGHT,8,2060
35,VC,NPR,PE,LIGHT,9,3110
35,VC,NPR,PE,LIGHT,10,2280
35,VC,NPR,PE,LIGHT,11,2840
35,VC,NPR,PE,LIGHT,12,2910
35,VC,NPR,PE,DARK,13,780
35,VC,NPR,PE,DARK,14,1240
35,VC,NPR,PE,DARK,15,2850
35,VC,NPR,PE,DARK,16,1070
35,VC,NPR,PE,DARK,17,1300
35,VC,NPR,PE,DARK,18,610
35,VC,NPR,PE,DARK,19,730
35,VC,NPR,PE,DARK,20,2510
35,VC,NPR,PE,DARK,21,1770
35,VC,NPR,PE,DARK,22,620
35,VC,NPR,PE,DARK,23,1690
35,VC,NPR,PE,DARK,24,1780
36,VC,NPR,PE,LIGHT,1,3260
36,VC,NPR,PE,LIGHT,2,2540
36,VC,NPR,PE,LIGHT,3,3390
36,VC,NPR,PE,LIGHT,4,2990
36,VC,NPR,PE,LIGHT,5,2370
36,VC,NPR,PE,LIGHT,6,2610
36,VC,NPR,PE,LIGHT,7,2820
36,VC,NPR,PE,LIGHT,8,2340
36,VC,NPR,PE,LIGHT,9,2720
36,VC,NPR,PE,LIGHT,10,3090
36,VC,NPR,PE,LIGHT,11,2530
36,VC,NPR,PE,LIGHT,12,2240
36,VC,NPR,PE,DARK,13,1690
36,VC,NPR,PE,DARK,14,1280
36,VC,NPR,PE,DARK,15,2120
36,VC,NPR,PE,DARK,16,1380
36,VC,NPR,PE,DARK,17,1800
36,VC,NPR,PE,DARK,18,1050
36,VC,NPR,PE,DARK,19,1660
36,VC,NPR,PE,DARK,20,1510
36,VC,NPR,PE,DARK,21,2470
36,VC,NPR,PE,DARK,22,1550
36,VC,NPR,PE,DARK,23,1540
36,VC,NPR,PE,DARK,24,2020
37,VC,SPR,PE,LIGHT,1,810
37,VC,SPR,PE,LIGHT,2,2310
37,VC,SPR,PE,LIGHT,3,3200
37,VC,SPR,PE,LIGHT,4,3120
37,VC,SPR,PE,LIGHT,5,3100
37,VC,SPR,PE,LIGHT,6,3020
37,VC,SPR,PE,LIGHT,7,3210
37,VC,SPR,PE,LIGHT,8,2400
37,VC,SPR,PE,LIGHT,9,2500
37,VC,SPR,PE,LIGHT,10,2650
37,VC,SPR,PE,LIGHT,11,1800
37,VC,SPR,PE,LIGHT,12,3240
37,VC,SPR,PE,DARK,13,2240
37,VC,SPR,PE,DARK,14,3080
37,VC,SPR,PE,DARK,15,1090
37,VC,SPR,PE,DARK,16,2080
37,VC,SPR,PE,DARK,17,580
37,VC,SPR,PE,DARK,18,1490
37,VC,SPR,PE,DARK,19,2960
37,VC,SPR,PE,DARK,20,3150
37,VC,SPR,PE,DARK,21,700
37,VC,SPR,PE,DARK,22,2360
37,VC,SPR,PE,DARK,23,1320
37,VC,SPR,PE,DARK,24,1670
38,VC,SPR,PE,LIGHT,1,1660
38,VC,SPR,PE,LIGHT,2,3230
38,VC,SPR,PE,LIGHT,3,3180
38,VC,SPR,PE,LIGHT,4,2020
38,VC,SPR,PE,LIGHT,5,2470
38,VC,SPR,PE,LIGHT,6,3060
38,VC,SPR,PE,LIGHT,7,3290
38,VC,SPR,PE,LIGHT,8,3150
38,VC,SPR,PE,LIGHT,9,1970
38,VC,SPR,PE,LIGHT,10,2900
38,VC,SPR,PE,LIGHT,11,1850
38,VC,SPR,PE,LIGHT,12,1870
38,VC,SPR,PE,DARK,13,3280
38,VC,SPR,PE,DARK,14,1780
38,VC,SPR,PE,DARK,15,1640
38,VC,SPR,PE,DARK,16,3050
38,VC,SPR,PE,DARK,17,1310
38,VC,SPR,PE,DARK,18,1510
38,VC,SPR,PE,DARK,19,2460
38,VC,SPR,PE,DARK,20,3190
38,VC,SPR,PE,DARK,21,2320
38,VC,SPR,PE,DARK,22,1500
38,VC,SPR,PE,DARK,23,2590
38,VC,SPR,PE,DARK,24,1360
39,VC,SPR,PE,LIGHT,1,830
39,VC,SPR,PE,LIGHT,2,3090
39,VC,SPR,PE,LIGHT,3,3270
39,VC,SPR,PE,LIGHT,4,3140
39,VC,SPR,PE,LIGHT,5,3270
39,VC,SPR,PE,LIGHT,6,3160
39,VC,SPR,PE,LIGHT,7,3140
39,VC,SPR,PE,LIGHT,8,1950
39,VC,SPR,PE,LIGHT,9,3330
39,VC,SPR,PE,LIGHT,10,3310
39,VC,SPR,PE,LIGHT,11,2100
39,VC,SPR,PE,LIGHT,12,3170
39,VC,SPR,PE,DARK,13,1770
39,VC,SPR,PE,DARK,14,2520
39,VC,SPR,PE,DARK,15,2390
39,VC,SPR,PE,DARK,16,1700
39,VC,SPR,PE,DARK,17,2130
39,VC,SPR,PE,DARK,18,1360
39,VC,SPR,PE,DARK,19,1310
39,VC,SPR,PE,DARK,20,2940
39,VC,SPR,PE,DARK,21,3040
39,VC,SPR,PE,DARK,22,2130
39,VC,SPR,PE,DARK,23,1390
39,VC,SPR,PE,DARK,24,2150
40,VC,SPR,PE,LIGHT,1,1160
40,VC,SPR,PE,LIGHT,2,3040
40,VC,SPR,PE,LIGHT,3,3400
40,VC,SPR,PE,LIGHT,4,1930
40,VC,SPR,PE,LIGHT,5,3050
40,VC,SPR,PE,LIGHT,6,3240
40,VC,SPR,PE,LIGHT,7,3300
40,VC,SPR,PE,LIGHT,8,2000
40,VC,SPR,PE,LIGHT,9,2910
40,VC,SPR,PE,LIGHT,10,2810
40,VC,SPR,PE,LIGHT,11,1850
40,VC,SPR,PE,LIGHT,12,2290
40,VC,SPR,PE,DARK,13,3230
40,VC,SPR,PE,DARK,14,2400
40,VC,SPR,PE,DARK,15,680
40,VC,SPR,PE,DARK,16,2590
40,VC,SPR,PE,DARK,17,560
40,VC,SPR,PE,DARK,18,840
40,VC,SPR,PE,DARK,19,2010
40,VC,SPR,PE,DARK,20,2210
40,VC,SPR,PE,DARK,21,790
40,VC,SPR,PE,DARK,22,1120
40,VC,SPR,PE,DARK,23,2910
40,VC,SPR,PE,DARK,24,910
41,VC,SPR,PE,LIGHT,1,390
41,VC,SPR,PE,LIGHT,2,1560
41,VC,SPR,PE,LIGHT,3,2900
41,VC,SPR,PE,LIGHT,4,3230
41,VC,SPR,PE,LIGHT,5,3070
41,VC,SPR,PE,LIGHT,6,3390
41,VC,SPR,PE,LIGHT,7,2220
41,VC,SPR,PE,LIGHT,8,2420
41,VC,SPR,PE,LIGHT,9,3210
41,VC,SPR,PE,LIGHT,10,3070
41,VC,SPR,PE,LIGHT,11,2120
41,VC,SPR,PE,LIGHT,12,2370
41,VC,SPR,PE,DARK,13,2070
41,VC,SPR,PE,DARK,14,2910
41,VC,SPR,PE,DARK,15,1430
41,VC,SPR,PE,DARK,16,2570
41,VC,SPR,PE,DARK,17,820
41,VC,SPR,PE,DARK,18,610
41,VC,SPR,PE,DARK,19,1570
41,VC,SPR,PE,DARK,20,2060
41,VC,SPR,PE,DARK,21,980
41,VC,SPR,PE,DARK,22,640
41,VC,SPR,PE,DARK,23,2010
41,VC,SPR,PE,DARK,24,1590
42,VC,SPR,PE,LIGHT,1,1410
42,VC,SPR,PE,LIGHT,2,3070
42,VC,SPR,PE,LIGHT,3,3010
42,VC,SPR,PE,LIGHT,4,1930
42,VC,SPR,PE,LIGHT,5,2470
42,VC,SPR,PE,LIGHT,6,3070
42,VC,SPR,PE,LIGHT,7,3290
42,VC,SPR,PE,LIGHT,8,3140
42,VC,SPR,PE,LIGHT,9,1970
42,VC,SPR,PE,LIGHT,10,2890
42,VC,SPR,PE,LIGHT,11,1810
42,VC,SPR,PE,LIGHT,12,1850
42,VC,SPR,PE,DARK,13,3280
42,VC,SPR,PE,DARK,14,1780
42,VC,SPR,PE,DARK,15,1630
42,VC,SPR,PE,DARK,16,2670
42,VC,SPR,PE,DARK,17,1000
42,VC,SPR,PE,DARK,18,1240
42,VC,SPR,PE,DARK,19,790
42,VC,SPR,PE,DARK,20,3020
42,VC,SPR,PE,DARK,21,1920
42,VC,SPR,PE,DARK,22,960
42,VC,SPR,PE,DARK,23,1830
42,VC,SPR,PE,DARK,24,1140
43,VC,SPR,PE,LIGHT,1,790
43,VC,SPR,PE,LIGHT,2,2730
43,VC,SPR,PE,LIGHT,3,3220
43,VC,SPR,PE,LIGHT,4,3120
43,VC,SPR,PE,LIGHT,5,3190
43,VC,SPR,PE,LIGHT,6,3180
43,VC,SPR,PE,LIGHT,7,3240
43,VC,SPR,PE,LIGHT,8,1820
43,VC,SPR,PE,LIGHT,9,3340
43,VC,SPR,PE,LIGHT,10,3430
43,VC,SPR,PE,LIGHT,11,1880
43,VC,SPR,PE,LIGHT,12,3070
43,VC,SPR,PE,DARK,13,1460
43,VC,SPR,PE,DARK,14,1680
43,VC,SPR,PE,DARK,15,1570
43,VC,SPR,PE,DARK,16,1240
43,VC,SPR,PE,DARK,17,1940
43,VC,SPR,PE,DARK,18,1330
43,VC,SPR,PE,DARK,19,1290
43,VC,SPR,PE,DARK,20,2730
43,VC,SPR,PE,DARK,21,2280
43,VC,SPR,PE,DARK,22,2220
43,VC,SPR,PE,DARK,23,1270
43,VC,SPR,PE,DARK,24,1980
44,VC,SPR,PE,LIGHT,1,1120
44,VC,SPR,PE,LIGHT,2,1880
44,VC,SPR,PE,LIGHT,3,2420
44,VC,SPR,PE,LIGHT,4,2830
44,VC,SPR,PE,LIGHT,5,3200
44,VC,SPR,PE,LIGHT,6,2580
44,VC,SPR,PE,LIGHT,7,3280
44,VC,SPR,PE,LIGHT,8,3230
44,VC,SPR,PE,LIGHT,9,2970
44,VC,SPR,PE,LIGHT,10,2330
44,VC,SPR,PE,LIGHT,11,1710
44,VC,SPR,PE,LIGHT,12,2450
44,VC,SPR,PE,DARK,13,2900
44,VC,SPR,PE,DARK,14,3030
44,VC,SPR,PE,DARK,15,1470
44,VC,SPR,PE,DARK,16,2150
44,VC,SPR,PE,DARK,17,1510
44,VC,SPR,PE,DARK,18,1330
44,VC,SPR,PE,DARK,19,800
44,VC,SPR,PE,DARK,20,340
44,VC,SPR,PE,DARK,21,1550
44,VC,SPR,PE,DARK,22,700
44,VC,SPR,PE,DARK,23,520
44,VC,SPR,PE,DARK,24,2400
45,VSL,NPR,PE,LIGHT,1,3320
45,VSL,NPR,PE,LIGHT,2,2510
45,VSL,NPR,PE,LIGHT,3,3440
45,VSL,NPR,PE,LIGHT,4,3280
45,VSL,NPR,PE,LIGHT,5,3400
45,VSL,NPR,PE,LIGHT,6,2650
45,VSL,NPR,PE,LIGHT,7,3280
45,VSL,NPR,PE,LIGHT,8,2470
45,VSL,NPR,PE,LIGHT,9,3520
45,VSL,NPR,PE,LIGHT,10,2220
45,VSL,NPR,PE,LIGHT,11,3280
45,VSL,NPR,PE,LIGHT,12,1860
45,VSL,NPR,PE,DARK,13,630
45,VSL,NPR,PE,DARK,14,2060
45,VSL,NPR,PE,DARK,15,920
45,VSL,NPR,PE,DARK,16,1160
45,VSL,NPR,PE,DARK,17,3020
45,VSL,NPR,PE,DARK,18,1910
45,VSL,NPR,PE,DARK,19,690
45,VSL,NPR,PE,DARK,20,1490
45,VSL,NPR,PE,DARK,21,3470
45,VSL,NPR,PE,DARK,22,3300
45,VSL,NPR,PE,DARK,23,420
45,VSL,NPR,PE,DARK,24,1440
46,VSL,NPR,PE,LIGHT,1,3390
46,VSL,NPR,PE,LIGHT,2,3600
46,VSL,NPR,PE,LIGHT,3,2710
46,VSL,NPR,PE,LIGHT,4,3110
46,VSL,NPR,PE,LIGHT,5,3580
46,VSL,NPR,PE,LIGHT,6,1840
46,VSL,NPR,PE,LIGHT,7,3210
46,VSL,NPR,PE,LIGHT,8,3510
46,VSL,NPR,PE,LIGHT,9,2490
46,VSL,NPR,PE,LIGHT,10,3490
46,VSL,NPR,PE,LIGHT,11,3520
46,VSL,NPR,PE,LIGHT,12,1680
46,VSL,NPR,PE,DARK,13,1170
46,VSL,NPR,PE,DARK,14,1160
46,VSL,NPR,PE,DARK,15,1270
46,VSL,NPR,PE,DARK,16,1340
46,VSL,NPR,PE,DARK,17,1180
46,VSL,NPR,PE,DARK,18,1150
46,VSL,NPR,PE,DARK,19,1330
46,VSL,NPR,PE,DARK,20,1820
46,VSL,NPR,PE,DARK,21,2820
46,VSL,NPR,PE,DARK,22,1630
46,VSL,NPR,PE,DARK,23,1050
46,VSL,NPR,PE,DARK,24,1950
47,VSL,NPR,PE,LIGHT,1,3050
47,VSL,NPR,PE,LIGHT,2,3470
47,VSL,NPR,PE,LIGHT,3,2900
47,VSL,NPR,PE,LIGHT,4,2950
47,VSL,NPR,PE,LIGHT,5,2440
47,VSL,NPR,PE,LIGHT,6,3370
47,VSL,NPR,PE,LIGHT,7,3510
47,VSL,NPR,PE,LIGHT,8,3560
47,VSL,NPR,PE,LIGHT,9,2550
47,VSL,NPR,PE,LIGHT,10,2650
47,VSL,NPR,PE,LIGHT,11,3530
47,VSL,NPR,PE,LIGHT,12,3280
47,VSL,NPR,PE,DARK,13,1480
47,VSL,NPR,PE,DARK,14,2350
47,VSL,NPR,PE,DARK,15,2250
47,VSL,NPR,PE,DARK,16,1600
47,VSL,NPR,PE,DARK,17,1570
47,VSL,NPR,PE,DARK,18,760
47,VSL,NPR,PE,DARK,19,1530
47,VSL,NPR,PE,DARK,20,2140
47,VSL,NPR,PE,DARK,21,1340
47,VSL,NPR,PE,DARK,22,2080
47,VSL,NPR,PE,DARK,23,1670
47,VSL,NPR,PE,DARK,24,1480
48,VSL,NPR,PE,LIGHT,1,3230
48,VSL,NPR,PE,LIGHT,2,3340
48,VSL,NPR,PE,LIGHT,3,3330
48,VSL,NPR,PE,LIGHT,4,3130
48,VSL,NPR,PE,LIGHT,5,3180
48,VSL,NPR,PE,LIGHT,6,2320
48,VSL,NPR,PE,LIGHT,7,3220
48,VSL,NPR,PE,LIGHT,8,1550
48,VSL,NPR,PE,LIGHT,9,3300
48,VSL,NPR,PE,LIGHT,10,2760
48,VSL,NPR,PE,LIGHT,11,3230
48,VSL,NPR,PE,LIGHT,12,2720
48,VSL,NPR,PE,DARK,13,1040
48,VSL,NPR,PE,DARK,14,2480
48,VSL,NPR,PE,DARK,15,2050
48,VSL,NPR,PE,DARK,16,2380
48,VSL,NPR,PE,DARK,17,560
48,VSL,NPR,PE,DARK,18,230
48,VSL,NPR,PE,DARK,19,2010
48,VSL,NPR,PE,DARK,20,2140
48,VSL,NPR,PE,DARK,21,2220
48,VSL,NPR,PE,DARK,22,850
48,VSL,NPR,PE,DARK,23,440
48,VSL,NPR,PE,DARK,24,2630
49,VSL,NPR,PE,LIGHT,1,3310
49,VSL,NPR,PE,LIGHT,2,3260
49,VSL,NPR,PE,LIGHT,3,3290
49,VSL,NPR,PE,LIGHT,4,2770
49,VSL,NPR,PE,LIGHT,5,3360
49,VSL,NPR,PE,LIGHT,6,3190
49,VSL,NPR,PE,LIGHT,7,3180
49,VSL,NPR,PE,LIGHT,8,3280
49,VSL,NPR,PE,LIGHT,9,2210
49,VSL,NPR,PE,LIGHT,10,1630
49,VSL,NPR,PE,LIGHT,11,3320
49,VSL,NPR,PE,LIGHT,12,2820
49,VSL,NPR,PE,DARK,13,2610
49,VSL,NPR,PE,DARK,14,630
49,VSL,NPR,PE,DARK,15,2620
49,VSL,NPR,PE,DARK,16,2670
49,VSL,NPR,PE,DARK,17,170
49,VSL,NPR,PE,DARK,18,1230
49,VSL,NPR,PE,DARK,19,2680
49,VSL,NPR,PE,DARK,20,1160
49,VSL,NPR,PE,DARK,21,350
49,VSL,NPR,PE,DARK,22,2770
49,VSL,NPR,PE,DARK,23,450
49,VSL,NPR,PE,DARK,24,2800
50,VSL,NPR,PE,LIGHT,1,3500
50,VSL,NPR,PE,LIGHT,2,3260
50,VSL,NPR,PE,LIGHT,3,3040
50,VSL,NPR,PE,LIGHT,4,3040
50,VSL,NPR,PE,LIGHT,5,2570
50,VSL,NPR,PE,LIGHT,6,2620
50,VSL,NPR,PE,LIGHT,7,3410
50,VSL,NPR,PE,LIGHT,8,2850
50,VSL,NPR,PE,LIGHT,9,1730
50,VSL,NPR,PE,LIGHT,10,2920
50,VSL,NPR,PE,LIGHT,11,1620
50,VSL,NPR,PE,LIGHT,12,1580
50,VSL,NPR,PE,DARK,13,1910
50,VSL,NPR,PE,DARK,14,1560
50,VSL,NPR,PE,DARK,15,2380
50,VSL,NPR,PE,DARK,16,2110
50,VSL,NPR,PE,DARK,17,2380
50,VSL,NPR,PE,DARK,18,1210
50,VSL,NPR,PE,DARK,19,1020
50,VSL,NPR,PE,DARK,20,1230
50,VSL,NPR,PE,DARK,21,2130
50,VSL,NPR,PE,DARK,22,3570
50,VSL,NPR,PE,DARK,23,3440
50,VSL,NPR,PE,DARK,24,3490
51,VSL,SPR,PE,LIGHT,1,190
51,VSL,SPR,PE,LIGHT,2,2210
51,VSL,SPR,PE,LIGHT,3,3360
51,VSL,SPR,PE,LIGHT,4,3390
51,VSL,SPR,PE,LIGHT,5,3440
51,VSL,SPR,PE,LIGHT,6,3350
51,VSL,SPR,PE,LIGHT,7,3440
51,VSL,SPR,PE,LIGHT,8,3460
51,VSL,SPR,PE,LIGHT,9,3430
51,VSL,SPR,PE,LIGHT,10,3310
51,VSL,SPR,PE,LIGHT,11,1290
51,VSL,SPR,PE,LIGHT,12,2670
51,VSL,SPR,PE,DARK,13,2930
51,VSL,SPR,PE,DARK,14,2890
51,VSL,SPR,PE,DARK,15,1700
51,VSL,SPR,PE,DARK,16,1300
51,VSL,SPR,PE,DARK,17,640
51,VSL,SPR,PE,DARK,18,200
51,VSL,SPR,PE,DARK,19,2600
51,VSL,SPR,PE,DARK,20,1780
51,VSL,SPR,PE,DARK,21,260
51,VSL,SPR,PE,DARK,22,1450
51,VSL,SPR,PE,DARK,23,2120
51,VSL,SPR,PE,DARK,24,1070
52,VSL,SPR,PE,LIGHT,1,1400
52,VSL,SPR,PE,LIGHT,2,930
52,VSL,SPR,PE,LIGHT,3,1500
52,VSL,SPR,PE,LIGHT,4,3240
52,VSL,SPR,PE,LIGHT,5,2970
52,VSL,SPR,PE,LIGHT,6,3490
52,VSL,SPR,PE,LIGHT,7,2840
52,VSL,SPR,PE,LIGHT,8,3430
52,VSL,SPR,PE,LIGHT,9,3350
52,VSL,SPR,PE,LIGHT,10,3310
52,VSL,SPR,PE,LIGHT,11,1750
52,VSL,SPR,PE,LIGHT,12,3440
52,VSL,SPR,PE,DARK,13,3150
52,VSL,SPR,PE,DARK,14,2180
52,VSL,SPR,PE,DARK,15,2140
52,VSL,SPR,PE,DARK,16,1960
52,VSL,SPR,PE,DARK,17,1960
52,VSL,SPR,PE,DARK,18,1170
52,VSL,SPR,PE,DARK,19,740
52,VSL,SPR,PE,DARK,20,2770
